                     date banner col1
0     2022-11-04 23:44:47      1   14
1     2022-11-04 23:44:47      2   14
2     2022-11-04 23:44:47      3   14
3     2022-11-04 23:44:47      4   14
4     2022-11-04 23:44:47      5   14
5     2022-11-04 23:44:47      6   14
6     2022-11-04 23:44:47      7   14
7     2022-11-04 23:44:47      8   11
8     2022-11-04 23:44:47      9   14
9     2022-11-04 23:44:47     10   14
10    2022-11-06 15:58:30     11   14
11    2022-11-06 15:58:30     12   14
12    2022-11-06 15:58:30     13   14
13    2022-11-06 15:58:30     14   14
14    2022-11-06 15:58:30     15   14
15    2022-11-06 15:58:30     16   14
16    2022-11-06 15:58:30     17   14
17    2022-11-06 15:58:30     18   11
18    2022-11-06 15:58:30     19   14
19    2022-11-06 15:58:30     20   14
20    2022-11-13 00:14:33     21   14
21    2022-11-13 00:14:33     22   14
22    2022-11-13 00:14:33     23   14
23    2022-11-13 00:14:33     24   14
24    2022-11-13 00:14:33     25   14
25    2022-11-13 00:14:33     26   14
26    2022-11-13 00:14:33     27   17
27    2022-11-13 00:14:33      1   11
28    2022-11-13 00:14:33      2   14
29    2022-11-13 00:14:33      3   14
30    2022-11-17 18:18:20      4   14
31    2022-11-17 18:18:20      5   14
32    2022-11-17 18:18:20      6   14
33    2022-11-17 18:18:20      7   14
34    2022-11-17 18:18:20      8   14
35    2022-11-17 18:18:20      9   14
36    2022-11-17 18:18:20     10   11
37    2022-11-17 18:18:20     11   11
38    2022-11-17 18:18:20     12   14
39    2022-11-17 18:18:20     13   14
40    2022-11-26 16:55:36     14   14
41    2022-11-26 16:55:36     15   14
42    2022-11-26 16:55:36     16   14
43    2022-11-26 16:55:36     17   14
44    2022-11-26 16:55:36     18   14
45    2022-11-26 16:55:36     19   14
46    2022-11-26 16:55:36     20   11
47    2022-11-26 16:55:36     21   14
48    2022-11-26 16:55:36     22   14
49    2022-11-26 16:55:36     23   14
50    2022-12-27 18:11:35     24   14
51    2022-12-27 18:11:35     25   11
52    2022-12-27 18:11:35     26   14
53    2022-12-27 18:11:35     27   14
54    2022-12-27 18:11:35     28   14
55    2022-12-27 18:11:35     29   14
56    2022-12-27 18:11:35     30   14
57    2022-12-27 18:11:35     31   14
58    2022-12-27 18:11:35     32   14
59    2022-12-27 18:11:35     33   14
60    2022-12-27 18:11:51     34   11
61    2022-12-27 18:11:51     35   14
62    2022-12-27 18:11:51     36   14
63    2022-12-27 18:11:51     37   14
64    2022-12-27 18:11:51     38   14
65    2022-12-27 18:11:51     39   14
66    2022-12-27 18:11:51     40   14
67    2022-12-27 18:11:51     41   14
68    2022-12-27 18:11:51     42   14
69    2022-12-27 18:11:51     43   11
70    2022-12-27 18:12:15     44   14
71    2022-12-27 18:12:15     45   14
72    2022-12-27 18:12:15     46   14
73    2022-12-27 18:12:15     47   14
74    2022-12-27 18:12:15     48   14
75    2022-12-27 18:12:15     49   14
76    2022-12-27 18:12:15     50   14
77    2022-12-27 18:12:15     51   14
78    2022-12-27 18:12:15     52   14
79    2022-12-27 18:12:15     53   11
80    2022-12-27 18:12:33     54   11
81    2022-12-27 18:12:33     55   14
82    2022-12-27 18:12:33     56   14
83    2022-12-27 18:12:33     57   14
84    2022-12-27 18:12:33     58   14
85    2022-12-27 18:12:33     59   14
86    2022-12-27 18:12:33     60   14
87    2022-12-27 18:12:33     61   14
88    2022-12-27 18:12:33     62   14
89    2022-12-27 18:12:33     63   11
90    2022-12-27 18:12:51     64   14
91    2022-12-27 18:12:51     65   14
92    2022-12-27 18:12:51     66   14
93    2022-12-27 18:12:51     67   14
94    2022-12-27 18:12:51     68   14
95    2022-12-27 18:12:51     69   14
96    2022-12-27 18:12:51     70   14
97    2022-12-27 18:12:51     71   14
98    2022-12-27 18:12:51     72   14
99    2022-12-27 18:12:51     73   11
100   2022-12-27 18:13:12     74   14
101   2022-12-27 18:13:12     75   14
102   2022-12-27 18:13:12     76   14
103   2022-12-27 18:13:12     77   14
104   2022-12-27 18:13:12     78   14
105   2022-12-27 18:13:12     79   17
106   2022-12-27 18:13:13      1   14
107   2022-12-27 18:13:13      2   14
108   2022-12-27 18:13:13      3   11
109   2022-12-27 18:13:13      4   14
110   2023-01-02 11:56:22      5   14
111   2023-01-02 11:56:22      6   14
112   2023-01-02 11:56:22      7   14
113   2023-01-02 11:56:22      8   14
114   2023-01-02 11:56:22      9   14
115   2023-01-02 11:56:22     10   14
116   2023-01-02 11:56:22     11   11
117   2023-01-02 11:56:22     12   14
118   2023-01-02 11:56:22     13   14
119   2023-01-02 11:56:22     14   14
120   2023-01-02 11:57:24     15   14
121   2023-01-02 11:57:24     16   14
122   2023-01-02 11:57:24     17   14
123   2023-01-02 11:57:24     18   14
124   2023-01-02 11:57:24     19   14
125   2023-01-02 11:57:24     20   14
126   2023-01-02 11:57:24     21   11
127   2023-01-02 11:57:24     22   14
128   2023-01-02 11:57:24     23   14
129   2023-01-02 11:57:24     24   14
130   2023-01-02 11:58:29     25   14
131   2023-01-02 11:58:29     26   14
132   2023-01-02 11:58:29     27   11
133   2023-01-02 11:58:29     28   14
134   2023-01-02 11:58:29     29   11
135   2023-01-02 11:58:29     30   14
136   2023-01-02 11:58:29     31   14
137   2023-01-02 11:58:29     32   14
138   2023-01-02 11:58:29     33   14
139   2023-01-02 11:58:29     34   14
